year,state,gender,statistic,gross_income_euros
2011,País Vasco,female,mean,22449.59
2010,País Vasco,female,mean,22706.1
2009,País Vasco,female,mean,22502.47
2008,País Vasco,female,mean,21766.07
2017,País Vasco,female,10th_percentile,7765.0
2016,País Vasco,female,10th_percentile,7336.21
2015,País Vasco,female,10th_percentile,7603.0
2014,País Vasco,female,10th_percentile,7211.7
2013,País Vasco,female,10th_percentile,7888.84
2012,País Vasco,female,10th_percentile,7552.78
2011,País Vasco,female,10th_percentile,7679.88
2010,País Vasco,female,10th_percentile,8475.77
2009,País Vasco,female,10th_percentile,8635.48
2008,País Vasco,female,10th_percentile,8362.43
2017,País Vasco,female,lower_quartile,13515.58
2016,País Vasco,female,lower_quartile,12796.19
2015,País Vasco,female,lower_quartile,12844.93
2014,País Vasco,female,lower_quartile,12577.12
2013,País Vasco,female,lower_quartile,12729.73
2012,País Vasco,female,lower_quartile,12514.09
2011,País Vasco,female,lower_quartile,13165.26
2010,País Vasco,female,lower_quartile,13001.53
2009,País Vasco,female,lower_quartile,12940.86
2008,País Vasco,female,lower_quartile,12998.43
2017,País Vasco,female,median,21242.12
2016,País Vasco,female,median,20464.68
2015,País Vasco,female,median,20504.0
2014,País Vasco,female,median,21358.92
2013,País Vasco,female,median,19576.9
2012,País Vasco,female,median,19640.0
2011,País Vasco,female,median,19707.94
2010,País Vasco,female,median,19447.42
2009,País Vasco,female,median,19422.02
2008,País Vasco,female,median,18774.61
2017,País Vasco,female,upper_quartile,32268.87
2016,País Vasco,female,upper_quartile,31615.8
2015,País Vasco,female,upper_quartile,31624.25
2014,País Vasco,female,upper_quartile,32371.18
2013,País Vasco,female,upper_quartile,29749.52
2012,País Vasco,female,upper_quartile,29591.0
2011,País Vasco,female,upper_quartile,30201.9
2010,País Vasco,female,upper_quartile,30016.19
2009,País Vasco,female,upper_quartile,30479.78
2008,País Vasco,female,upper_quartile,28657.13
2017,País Vasco,female,90th_percentile,43024.0
2016,País Vasco,female,90th_percentile,42445.44
2015,País Vasco,female,90th_percentile,42032.18
2014,País Vasco,female,90th_percentile,42783.8
2013,País Vasco,female,90th_percentile,41108.4
2012,País Vasco,female,90th_percentile,39720.05
2011,País Vasco,female,90th_percentile,38781.38
2010,País Vasco,female,90th_percentile,41079.78
2009,País Vasco,female,90th_percentile,39870.65
2008,País Vasco,female,90th_percentile,37045.65
2017,País Vasco,male,mean,31618.97
2016,País Vasco,male,mean,31001.21
2015,País Vasco,male,mean,31088.99
2014,País Vasco,male,mean,31271.0
2013,País Vasco,male,mean,30312.55
2012,País Vasco,male,mean,30084.89
2011,País Vasco,male,mean,29492.66
2010,País Vasco,male,mean,29708.66
2009,País Vasco,male,mean,28889.92
2008,País Vasco,male,mean,28264.0
2017,País Vasco,male,10th_percentile,14000.0
2016,País Vasco,male,10th_percentile,12622.4
2015,País Vasco,male,10th_percentile,14159.88
2014,País Vasco,male,10th_percentile,12489.4
2013,País Vasco,male,10th_percentile,11750.52
2012,País Vasco,male,10th_percentile,12800.77
2011,País Vasco,male,10th_percentile,13774.56
2010,País Vasco,male,10th_percentile,13965.41
2009,País Vasco,male,10th_percentile,14192.58
2008,País Vasco,male,10th_percentile,13320.0
2017,País Vasco,male,lower_quartile,20814.0
2016,País Vasco,male,lower_quartile,19951.2
2015,País Vasco,male,lower_quartile,20459.28
2014,País Vasco,male,lower_quartile,20349.13
2013,País Vasco,male,lower_quartile,19256.31
2012,País Vasco,male,lower_quartile,19876.94
2011,País Vasco,male,lower_quartile,19679.7
2010,País Vasco,male,lower_quartile,19553.56
2009,País Vasco,male,lower_quartile,19324.52
2008,País Vasco,male,lower_quartile,19086.06
2017,País Vasco,male,median,29027.07
2016,País Vasco,male,median,28419.15
2015,País Vasco,male,median,28529.0
2014,País Vasco,male,median,28799.94
2013,País Vasco,male,median,27412.35
2012,País Vasco,male,median,27896.6
2011,País Vasco,male,median,27488.7
2010,País Vasco,male,median,27126.19
2009,País Vasco,male,median,26269.99
2008,País Vasco,male,median,25863.81
2017,País Vasco,male,upper_quartile,40001.09
2016,País Vasco,male,upper_quartile,39302.64
2015,País Vasco,male,upper_quartile,39140.08
2014,País Vasco,male,upper_quartile,39559.91
2013,País Vasco,male,upper_quartile,38470.0
2012,País Vasco,male,upper_quartile,37457.45
2011,País Vasco,male,upper_quartile,37241.01
2010,País Vasco,male,upper_quartile,36870.47
2009,País Vasco,male,upper_quartile,36052.56
2008,País Vasco,male,upper_quartile,35508.0
2017,País Vasco,male,90th_percentile,50433.48
2016,País Vasco,male,90th_percentile,50071.23
2015,País Vasco,male,90th_percentile,49287.21
2014,País Vasco,male,90th_percentile,51058.09
2013,País Vasco,male,90th_percentile,50404.82
2012,País Vasco,male,90th_percentile,48245.99
2011,País Vasco,male,90th_percentile,46361.97
2010,País Vasco,male,90th_percentile,48413.67
2009,País Vasco,male,90th_percentile,45531.43
2008,País Vasco,male,90th_percentile,45024.0
2017,"Rioja, La",both,mean,22234.21
2016,"Rioja, La",both,mean,21999.02
2015,"Rioja, La",both,mean,21756.79
2014,"Rioja, La",both,mean,21954.1
2013,"Rioja, La",both,mean,20628.81
2012,"Rioja, La",both,mean,20346.24
2011,"Rioja, La",both,mean,20996.76
2010,"Rioja, La",both,mean,21035.86
2009,"Rioja, La",both,mean,21179.93
2008,"Rioja, La",both,mean,20674.16
2017,"Rioja, La",both,10th_percentile,8389.56
2016,"Rioja, La",both,10th_percentile,8116.12
2015,"Rioja, La",both,10th_percentile,7519.28
2014,"Rioja, La",both,10th_percentile,7937.79
2013,"Rioja, La",both,10th_percentile,7139.23
2012,"Rioja, La",both,10th_percentile,7539.29
2011,"Rioja, La",both,10th_percentile,8163.78
2010,"Rioja, La",both,10th_percentile,8196.91
2009,"Rioja, La",both,10th_percentile,8803.96
2008,"Rioja, La",both,10th_percentile,8604.54
2017,"Rioja, La",both,lower_quartile,13717.73
2016,"Rioja, La",both,lower_quartile,13830.08
2015,"Rioja, La",both,lower_quartile,13817.14
2014,"Rioja, La",both,lower_quartile,14027.8
2013,"Rioja, La",both,lower_quartile,12762.86
2012,"Rioja, La",both,lower_quartile,12728.06
2011,"Rioja, La",both,lower_quartile,13390.08
2010,"Rioja, La",both,lower_quartile,13360.5
2009,"Rioja, La",both,lower_quartile,14194.56
2008,"Rioja, La",both,lower_quartile,13771.38
2017,"Rioja, La",both,median,19539.48
2016,"Rioja, La",both,median,19507.74
2015,"Rioja, La",both,median,19136.19
2014,"Rioja, La",both,median,19049.29
2013,"Rioja, La",both,median,17764.74
2012,"Rioja, La",both,median,17897.06
2011,"Rioja, La",both,median,18615.48
2010,"Rioja, La",both,median,18632.33
2009,"Rioja, La",both,median,18562.9
2008,"Rioja, La",both,median,17826.9
2017,"Rioja, La",both,upper_quartile,27128.63
2016,"Rioja, La",both,upper_quartile,26549.41
2015,"Rioja, La",both,upper_quartile,26421.87
2014,"Rioja, La",both,upper_quartile,27086.27
2013,"Rioja, La",both,upper_quartile,24738.01
2012,"Rioja, La",both,upper_quartile,24831.2
2011,"Rioja, La",both,upper_quartile,25597.73
2010,"Rioja, La",both,upper_quartile,25442.22
2009,"Rioja, La",both,upper_quartile,25283.07
2008,"Rioja, La",both,upper_quartile,24455.89
2017,"Rioja, La",both,90th_percentile,38887.91
2016,"Rioja, La",both,90th_percentile,38403.19
2015,"Rioja, La",both,90th_percentile,37930.89
2014,"Rioja, La",both,90th_percentile,38226.87
2013,"Rioja, La",both,90th_percentile,35744.94
2012,"Rioja, La",both,90th_percentile,35007.44
2011,"Rioja, La",both,90th_percentile,35940.42
2010,"Rioja, La",both,90th_percentile,36600.81
2009,"Rioja, La",both,90th_percentile,36361.38
2008,"Rioja, La",both,90th_percentile,35549.19
2017,"Rioja, La",female,mean,19353.55
2016,"Rioja, La",female,mean,19047.2
2015,"Rioja, La",female,mean,18762.15
2014,"Rioja, La",female,mean,18959.85
2013,"Rioja, La",female,mean,17435.56
2012,"Rioja, La",female,mean,17486.66
2011,"Rioja, La",female,mean,18328.41
2010,"Rioja, La",female,mean,18131.05
2009,"Rioja, La",female,mean,18702.22
2008,"Rioja, La",female,mean,18364.2
2017,"Rioja, La",female,10th_percentile,6985.17
2016,"Rioja, La",female,10th_percentile,6528.3
2015,"Rioja, La",female,10th_percentile,6018.78
2014,"Rioja, La",female,10th_percentile,6238.44
2013,"Rioja, La",female,10th_percentile,6924.7
2012,"Rioja, La",female,10th_percentile,6807.08
2011,"Rioja, La",female,10th_percentile,6781.84
2010,"Rioja, La",female,10th_percentile,6914.22
2009,"Rioja, La",female,10th_percentile,6761.42
2008,"Rioja, La",female,10th_percentile,6561.38
2017,"Rioja, La",female,lower_quartile,11089.16
2016,"Rioja, La",female,lower_quartile,11026.54
2015,"Rioja, La",female,lower_quartile,10796.71
2014,"Rioja, La",female,lower_quartile,11314.27
2013,"Rioja, La",female,lower_quartile,10751.62
2012,"Rioja, La",female,lower_quartile,10313.51
2011,"Rioja, La",female,lower_quartile,10973.09
2010,"Rioja, La",female,lower_quartile,10950.0
2009,"Rioja, La",female,lower_quartile,11762.2
2008,"Rioja, La",female,lower_quartile,10949.31
2017,"Rioja, La",female,median,16395.19
2016,"Rioja, La",female,median,16648.52
2015,"Rioja, La",female,median,16342.7
2014,"Rioja, La",female,median,16134.6
2013,"Rioja, La",female,median,15319.33
2012,"Rioja, La",female,median,15069.41
2011,"Rioja, La",female,median,15288.72
2010,"Rioja, La",female,median,15653.58
2009,"Rioja, La",female,median,16011.14
2008,"Rioja, La",female,median,15450.58
2017,"Rioja, La",female,upper_quartile,24633.54
2016,"Rioja, La",female,upper_quartile,23813.08
2015,"Rioja, La",female,upper_quartile,23686.39
2014,"Rioja, La",female,upper_quartile,24053.44
2013,"Rioja, La",female,upper_quartile,21258.98
2012,"Rioja, La",female,upper_quartile,22068.6
2011,"Rioja, La",female,upper_quartile,23266.58
2010,"Rioja, La",female,upper_quartile,22202.6
2009,"Rioja, La",female,upper_quartile,22536.54
2008,"Rioja, La",female,upper_quartile,21894.92
2017,"Rioja, La",female,90th_percentile,35086.95
2016,"Rioja, La",female,90th_percentile,34044.34
2015,"Rioja, La",female,90th_percentile,34279.46
2014,"Rioja, La",female,90th_percentile,34817.38
2013,"Rioja, La",female,90th_percentile,30932.2
2012,"Rioja, La",female,90th_percentile,29504.55
2011,"Rioja, La",female,90th_percentile,33201.84
2010,"Rioja, La",female,90th_percentile,33250.65
2009,"Rioja, La",female,90th_percentile,33922.38
2008,"Rioja, La",female,90th_percentile,33402.97
2017,"Rioja, La",male,mean,24820.49
2016,"Rioja, La",male,mean,24653.37
2015,"Rioja, La",male,mean,24532.64
2014,"Rioja, La",male,mean,24814.25
2013,"Rioja, La",male,mean,23641.12
2012,"Rioja, La",male,mean,23097.08
2011,"Rioja, La",male,mean,23512.09
2010,"Rioja, La",male,mean,23641.44
2009,"Rioja, La",male,mean,23240.0
2008,"Rioja, La",male,mean,22549.68
2017,"Rioja, La",male,10th_percentile,12200.78
2016,"Rioja, La",male,10th_percentile,11769.53
2015,"Rioja, La",male,10th_percentile,12865.75
2014,"Rioja, La",male,10th_percentile,12894.07
2013,"Rioja, La",male,10th_percentile,9439.35
2012,"Rioja, La",male,10th_percentile,9617.58
2011,"Rioja, La",male,10th_percentile,11757.58
2010,"Rioja, La",male,10th_percentile,11992.32
2009,"Rioja, La",male,10th_percentile,12781.15
2008,"Rioja, La",male,10th_percentile,12602.95
2017,"Rioja, La",male,lower_quartile,16997.73
2016,"Rioja, La",male,lower_quartile,16879.66
2015,"Rioja, La",male,lower_quartile,16624.9
2014,"Rioja, La",male,lower_quartile,16614.85
2013,"Rioja, La",male,lower_quartile,15063.43
2012,"Rioja, La",male,lower_quartile,15387.11
2011,"Rioja, La",male,lower_quartile,16217.0
2010,"Rioja, La",male,lower_quartile,16206.31
2009,"Rioja, La",male,lower_quartile,16108.09
2008,"Rioja, La",male,lower_quartile,15874.8
2017,"Rioja, La",male,median,21534.49
2016,"Rioja, La",male,median,21335.07
2015,"Rioja, La",male,median,21344.0
2014,"Rioja, La",male,median,21230.26
2013,"Rioja, La",male,median,19887.99
2012,"Rioja, La",male,median,20229.41
2011,"Rioja, La",male,median,20595.07
2010,"Rioja, La",male,median,20413.18
2009,"Rioja, La",male,median,20019.66
2008,"Rioja, La",male,median,19392.13
2017,"Rioja, La",male,upper_quartile,28845.24
2016,"Rioja, La",male,upper_quartile,29093.43
2015,"Rioja, La",male,upper_quartile,29318.58
2014,"Rioja, La",male,upper_quartile,30343.17
2013,"Rioja, La",male,upper_quartile,27398.02
2012,"Rioja, La",male,upper_quartile,27360.1
2011,"Rioja, La",male,upper_quartile,27453.24
2010,"Rioja, La",male,upper_quartile,27084.72
2009,"Rioja, La",male,upper_quartile,26865.55
2008,"Rioja, La",male,upper_quartile,25979.36
2017,"Rioja, La",male,90th_percentile,41797.33
2016,"Rioja, La",male,90th_percentile,41735.23
2015,"Rioja, La",male,90th_percentile,40387.73
2014,"Rioja, La",male,90th_percentile,41801.26
2013,"Rioja, La",male,90th_percentile,39722.18
2012,"Rioja, La",male,90th_percentile,39861.33
2011,"Rioja, La",male,90th_percentile,38106.71
2010,"Rioja, La",male,90th_percentile,39760.46
2009,"Rioja, La",male,90th_percentile,37994.4
2008,"Rioja, La",male,90th_percentile,37080.55
